round,outer_loop,inner_best_score,best_hyperparams,selected_features,balanced_accuracy,accuracy,precision,recall,specificity,matthews_corrcoef,f1,roc_auc,matthews_corrcoef_med
0,0,0.8659143962336674,"{'C': 0.1837894383194922, 'gamma': 'auto', 'coef0': 0.9038523130135725, 'kernel': 'sigmoid', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.7894736842105263,0.8172043010752689,0.8275862068965517,0.6666666666666666,0.9122807017543859,0.6087497228298112,0.7384615384615385,0.7894736842105261,0.792184993991159
0,1,0.8285613754088061,"{'C': 0.1051515577206446, 'gamma': 'auto', 'coef0': 0.9571009445933005, 'kernel': 'sigmoid', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8967418546365915,0.9130434782608695,0.9354838709677419,0.8285714285714286,0.9649122807017544,0.8150114317845013,0.8787878787878788,0.8967418546365915,0.792184993991159
0,2,0.863332118900885,"{'C': 0.4740798596294972, 'gamma': 'auto', 'coef0': 0.36510552992728984, 'kernel': 'sigmoid', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8824561403508773,0.9021739130434783,0.9333333333333333,0.8,0.9649122807017544,0.792184993991159,0.8615384615384616,0.8824561403508773,0.792184993991159
0,3,0.8560140341945148,"{'C': 0.5395755923204362, 'gamma': 'auto', 'coef0': 0.012939222030618147, 'kernel': 'sigmoid', 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8591269841269842,0.8586956521739131,0.7948717948717948,0.8611111111111112,0.8571428571428571,0.7093377281619629,0.8266666666666667,0.8591269841269842,0.792184993991159
0,4,0.8664640087271097,"{'C': 0.4387966525199499, 'gamma': 'auto', 'coef0': 0.7081532250468323, 'kernel': 'poly', 'degree': 3, 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.9305555555555556,0.9456521739130435,1.0,0.8611111111111112,1.0,0.8891165464387579,0.9253731343283582,0.9305555555555556,0.792184993991159
1,0,0.7944454012577076,"{'C': 0.32490264693169996, 'gamma': 'scale', 'coef0': 0.024708181544322194, 'kernel': 'sigmoid', 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.945906432748538,0.946236559139785,0.918918918918919,0.9444444444444444,0.9473684210526315,0.8874983125384058,0.9315068493150684,0.9459064327485381,0.7579563199280256
1,1,0.8278275475923852,"{'C': 0.20235119587553352, 'gamma': 'auto', 'coef0': 0.7365876904100878, 'kernel': 'linear', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8847117794486214,0.8913043478260869,0.8571428571428571,0.8571428571428571,0.9122807017543859,0.7694235588972431,0.8571428571428571,0.8847117794486214,0.7579563199280256
1,2,0.8335825286492868,"{'C': 0.11038473564951116, 'gamma': 'scale', 'coef0': 0.717458875008702, 'kernel': 'linear', 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8869674185463658,0.8804347826086957,0.8,0.9142857142857143,0.8596491228070176,0.7579563199280256,0.8533333333333334,0.8869674185463658,0.7579563199280256
1,3,0.8511624064903608,"{'C': 0.4679803654493845, 'gamma': 'auto', 'coef0': 0.8168880246530204, 'kernel': 'poly', 'degree': 1, 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8819444444444444,0.8804347826086957,0.8205128205128205,0.8888888888888888,0.875,0.7544061473545739,0.8533333333333334,0.8819444444444444,0.7579563199280256
1,4,0.8636785568115493,"{'C': 0.9879549992889343, 'gamma': 'scale', 'coef0': 0.5520220316838487, 'kernel': 'linear', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8521825396825397,0.8804347826086957,0.9629629629629629,0.7222222222222222,0.9821428571428571,0.7549262384294118,0.8253968253968254,0.8521825396825397,0.7579563199280256
2,0,0.8472048325929181,"{'C': 0.9436399616728783, 'gamma': 'scale', 'coef0': 0.01992311256156623, 'kernel': 'rbf', 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.9093567251461988,0.9139784946236559,0.8888888888888888,0.8888888888888888,0.9298245614035088,0.8187134502923976,0.8888888888888888,0.9093567251461988,0.7994745665471849
2,1,0.7800986326605608,"{'C': 0.22771013040325386, 'gamma': 'scale', 'coef0': 0.922424552838013, 'kernel': 'poly', 'degree': 2, 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.9110275689223057,0.9239130434782609,0.9375,0.8571428571428571,0.9649122807017544,0.8379570972961199,0.8955223880597015,0.9110275689223057,0.7994745665471849
2,2,0.8224929497609187,"{'C': 0.11043156498025365, 'gamma': 'scale', 'coef0': 0.6628658246263024, 'kernel': 'rbf', 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8716791979949874,0.8478260869565217,0.723404255319149,0.9714285714285714,0.7719298245614035,0.7219622922424141,0.8292682926829268,0.8716791979949875,0.7994745665471849
2,3,0.8699722170573201,"{'C': 0.30424034733523814, 'gamma': 'scale', 'coef0': 0.5636710848816648, 'kernel': 'rbf', 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8630952380952381,0.8695652173913043,0.8333333333333334,0.8333333333333334,0.8928571428571429,0.7261904761904762,0.8333333333333334,0.8630952380952381,0.7994745665471849
2,4,0.8114953087099337,"{'C': 0.12247010544085392, 'gamma': 'auto', 'coef0': 0.901020163177401, 'kernel': 'linear', 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.9047619047619048,0.9021739130434783,0.8461538461538461,0.9166666666666666,0.8928571428571429,0.7994745665471849,0.88,0.9047619047619047,0.7994745665471849
3,0,0.8975177220164177,"{'C': 0.7005130961890674, 'gamma': 'scale', 'coef0': 0.012839300112575058, 'kernel': 'sigmoid', 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.9071637426900585,0.8924731182795699,0.7954545454545454,0.9722222222222222,0.8421052631578947,0.794444190274635,0.875,0.9071637426900584,0.794444190274635
3,1,0.793921447513628,"{'C': 0.2275858225319945, 'gamma': 'scale', 'coef0': 0.025850630454717097, 'kernel': 'poly', 'degree': 3, 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.9077694235588972,0.9130434782608695,0.8857142857142857,0.8857142857142857,0.9298245614035088,0.8155388471177945,0.8857142857142857,0.9077694235588972,0.794444190274635
3,2,0.8281849174905267,"{'C': 0.610799990814518, 'gamma': 'auto', 'coef0': 0.5167988569236961, 'kernel': 'sigmoid', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.6979949874686717,0.7282608695652174,0.6666666666666666,0.5714285714285714,0.8245614035087719,0.4101088763125922,0.6153846153846154,0.6979949874686717,0.794444190274635
3,3,0.8099594088638794,"{'C': 0.2354688692630965, 'gamma': 'scale', 'coef0': 0.5422248191523784, 'kernel': 'sigmoid', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.9265873015873016,0.9347826086956522,0.9411764705882353,0.8888888888888888,0.9642857142857143,0.8626402691772778,0.9142857142857143,0.9265873015873016,0.794444190274635
3,4,0.8480140134187333,"{'C': 0.8931516560242742, 'gamma': 'auto', 'coef0': 0.5481398500779205, 'kernel': 'rbf', 'class_weight': 'balanced'}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8908730158730158,0.8913043478260869,0.8421052631578947,0.8888888888888888,0.8928571428571429,0.7748582672485743,0.8648648648648649,0.8908730158730158,0.794444190274635
4,0,0.8517314298365586,"{'C': 0.7683353632476758, 'gamma': 'scale', 'coef0': 0.8242104136951304, 'kernel': 'linear', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8691520467836258,0.8709677419354839,0.8157894736842105,0.8611111111111112,0.8771929824561403,0.7315614491958055,0.8378378378378378,0.8691520467836258,0.7470221438925437
4,1,0.8335825286492868,"{'C': 0.3801140477246468, 'gamma': 'auto', 'coef0': 0.9562525128215158, 'kernel': 'rbf', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8418546365914787,0.8586956521739131,0.84375,0.7714285714285715,0.9122807017543859,0.6969350492145778,0.8059701492537313,0.8418546365914786,0.7470221438925437
4,2,0.8285613754088061,"{'C': 0.5750356003880676, 'gamma': 'auto', 'coef0': 0.32447204719942313, 'kernel': 'linear', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8857142857142857,0.9130434782608695,1.0,0.7714285714285715,1.0,0.8224861801170379,0.8709677419354839,0.8857142857142857,0.7470221438925437
4,3,0.8803877858319685,"{'C': 0.34498444285588986, 'gamma': 'auto', 'coef0': 0.19175103079926914, 'kernel': 'rbf', 'class_weight': None}","Index(['UMAP0', 'UMAP1', 'UMAP2', 'UMAP3', 'UMAP4'], dtype='object')",0.8670634920634921,0.8804347826086957,0.8787878787878788,0.8055555555555556,0.9285714285714286,0.7470221438925437,0.8405797101449275,0.8670634920634921,0.7470221438925437
